,first,second,score
198,You strive for perfection and can be quite the person to live with or to be around because your standards for yourself and others are so high.,Your senses and emotions are quite strong and it would be wise for you to listen to your intuitive side as you can be quite psychic.,5
199,You strive for perfection and can be quite the person to live with or to be around because your standards for yourself and others are so high.,You are very tenacious and you do not give up or let go of things or people easily.,3
200,You strive for perfection and can be quite the person to live with or to be around because your standards for yourself and others are so high.,Your mother is/was a strong influence for good or ill in your life.,5
201,You strive for perfection and can be quite the person to live with or to be around because your standards for yourself and others are so high.,"You are basically an introvert, but will do whatever it takes to protect and defend your family or loved ones.",5
202,You strive for perfection and can be quite the person to live with or to be around because your standards for yourself and others are so high.,You tend to be a pack-rat because everything has an emotional memory behind it and you find security in all those memories.,5
203,You strive for perfection and can be quite the person to live with or to be around because your standards for yourself and others are so high.,Nothing or no one is ever gone if they leave their memory behind.,5
204,You strive for perfection and can be quite the person to live with or to be around because your standards for yourself and others are so high.,"Thus, you can become quite possessive.",4
205,You strive for perfection and can be quite the person to live with or to be around because your standards for yourself and others are so high.,"You have the memory of an elephant, but you must learn to forgive and forget past hurts.",5
206,You strive for perfection and can be quite the person to live with or to be around because your standards for yourself and others are so high.,"If you have Mercury in Gemini, you have an extremely adaptable, energetic, active, alert, curious, and versatile mind.",5
207,You strive for perfection and can be quite the person to live with or to be around because your standards for yourself and others are so high.,"You seek knowledge, either through reading or conversation, or through travel and talking with the new people you constantly meet.",5
208,You strive for perfection and can be quite the person to live with or to be around because your standards for yourself and others are so high.,You have so much nervous energy that this can sometimes cause great stress which must find an appropriate release.,3
209,You strive for perfection and can be quite the person to live with or to be around because your standards for yourself and others are so high.,Exercise is a good way to release this tension.,5
210,You strive for perfection and can be quite the person to live with or to be around because your standards for yourself and others are so high.,"You are clever, witty, and always have a joke or comeback ready for any situation.",5
211,You strive for perfection and can be quite the person to live with or to be around because your standards for yourself and others are so high.,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,5
212,You strive for perfection and can be quite the person to live with or to be around because your standards for yourself and others are so high.,You are quick to grasp new concepts and equally quick to lose interest in an idea or project once your curiosity has been satisfied.,5
